"id","user_id","created","updated","title","activated","active","bankrupt","binding_period","chain_id","contact_email","contact_mobile_phone","contract_start","country","currency","cvr_number","duplicate","ecommerce_fee","eu_commission","invoicing_start_date","isv_commission","isv_partner","non_eu_commission","onboarded_by","payment_terminal_provider","area_id","processing_fee","sales_outcome_id","sales_stage","service_charge","setup_type","termination_date","termination_value","transferred_contract","type_id","cashier_ids","manager_ids","driver_ids","payment_terminal_ids","kitchen_staff_ids","contact_name","description","cuisine_ids","trainee_mode","demo_mode","default_order_type_cashier","default_order_type_customer","show_bestsellers","use_quick_search","display_cashier_images","display_created_by","use_customer_facing_display","timezone","contact_language","business_name","area","street_address","suppress_receipt_prompt","print_on_acceptance","enable_receipt_download","enable_email_receipts","customer_receipt_cc","customer_receipt_msg","daily_sales_reports","monthly_sales_reports","sales_report_email","logo","image_1","image_2","image_3","image_4","image_5","phone","email","website","facebook","instagram","takeaway_link","delivery_link","table_booking_link","opening_hours","enable_cashback","enable_voucher_payment","inventory_management","seasonal","moved_to_competition","dormant","dormant_partner","dead_lead","closed","collect_customer_info_takeaway","collect_customer_info_eat_in","collect_customer_info_delivery","nets_mid","realm","auto_accept_delivery","auto_accept_eat_in","auto_accept_table_bookings","auto_accept_takeaway","auto_close_delivery","auto_close_eat_in","auto_close_takeaway","auto_hide_orders_eat_in","auto_sms_topup","average_driver_speed","call_specific_waiter","call_waiter","call_waiter_interval","cash_pay_delivery","cash_pay_eat_in","cash_pay_takeaway","cashier_homepage","accepting_orders","allow_future_pickup_time","allow_refunds","default_payment_method","delivery","delivery_qr_code_link","delivery_radius","demo_end","display_cashier_prices","display_in_app","display_item_ratings","display_order_status","dynamic_location","eat_in","ecom_provider","enable_barcode_scanning","enable_cash_in_out","enable_ecommerce_payments","enable_nfc_login","enable_ordered_printing","enable_other_payment","enable_qr_code_payment","enable_qr_code_receipt","enable_sms_on_ready","first_day_of_week","force_table_number","force_upfront_pay_delivery","force_upfront_pay_eat_in","force_upfront_pay_takeaway","immediate_payment_delivery","immediate_payment_eat_in","immediate_payment_takeaway","in_app_pay_delivery","in_app_pay_eat_in","in_app_pay_takeaway","isv_source_code","language","latitude","longitude","loyalty_program","min_guests","minimum_delivery_amount","not_accepting_orders_msg","payment_terminal_pay_delivery","payment_terminal_pay_eat_in","payment_terminal_pay_takeaway","print_on_payment","print_on_refund","print_sold_items","prompt_for_tip_delivery","prompt_for_tip_eat_in","prompt_for_tip_takeaway","protect_sensitive_sections","rating","receipt_printing_enabled","receive_phone_calls","skip_order_confirmation","slot_duration","sms_balance","sms_on_ready_text","suppress_print_receipt_prompt","table_bookings","takeaway","takeaway_qr_code_link","terminal_provider","theme","tiered_loyalty_program","vat","vip_threshold","visit_duration","votes","waiting_time","unspecified_section_id","unspecified_item_id","enable_sms_on_order","sms_on_order_text","exclude_from_ops_report"
376787,4278,1695635404,1754554137,Bjarke Holtzmann Design v Bjarke Holtzmann,1,1,0,36,,place_376787@example.com,+45376787,1696239869,DK,DKK,"25211669",0,0.0,0.0,1704412800,0.0,0,0.0,nets,nets,12308,0.0,12287,Contract signed,0.0,,,,0,12191,"20123|22567","","","","",Mr./Mrs. 376787,,"12192",0,0,Takeaway,Takeaway,0,1,0,0,0,Europe/Copenhagen,da,Ravhuset Hennebjerg,"6830 Nørre nebel",Vesterkærvej 10,0,0,0,0,,,1,1,,,,,,,,+45376787,place_376787@example.com,,,,https://lovingloyalty.page.link/7ijzYmzZm8BRmDH66,https://lovingloyalty.page.link/tmF9YfwVA34yd45V7,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,1696850213,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,0,0,1,,nets,,0,25.0,20,90,0,15,407590,376794,0,,0
376954,4162,1695642183,1744221964,Untitled,0,0,0,36,,place_376954@example.com,+45376954,,DK,DKK,,0,0.0,0.0,,0.0,0,0.0,nets,nets,,0.0,,Shop info filled,0.0,,,,0,12191,"","","","","",Mr./Mrs. 376954,,"12192",0,0,Takeaway,Takeaway,1,0,1,0,0,Europe/Copenhagen,da,,,,1,1,0,0,,,1,1,,,,,,,,+45376954,place_376954@example.com,,,,https://lovingloyalty.page.link/pKaYThxTwiGqknai7,https://lovingloyalty.page.link/3Dffp1VKeb3ZCjfB9,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,5973027,378168,0,,0
377059,4162,1695645823,1754399023,Gørding Pizza & Steakhouse,0,0,0,36,,place_377059@example.com,+45377059,,DK,DKK,"32000312",0,0.0,0.0,1704412800,0.0,0,0.0,nets,nets,12309,0.0,12305,Lost,0.0,,,,0,12191,"","","","","",Mr./Mrs. 377059,,"12192",0,0,Takeaway,Takeaway,1,1,0,0,0,Europe/Copenhagen,da,Gørding Pizza & Steakhouse v/Ümit Bozdag,"6690 Gørding",Nørregade 9,1,1,0,0,,,1,1,,,,,,,,+45377059,place_377059@example.com,,,,https://lovingloyalty.page.link/Ns1v3hw7tp8aTJpt8,https://lovingloyalty.page.link/d1SbsBqUvU24BwDv8,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,1697712853,1,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,55.4704437,55.4704437,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,410018,377068,0,,0
377788,19876,1695715302,1744221964,Untitled,0,0,0,36,,place_377788@example.com,+45377788,,DK,DKK,,0,0.0,0.0,,0.0,0,0.0,nets,nets,,0.0,,Shop info filled,0.0,,,,0,12191,"","","","","",Mr./Mrs. 377788,,"12192",0,0,Takeaway,Takeaway,1,0,1,0,0,Europe/Copenhagen,da,,,,1,1,0,0,,,1,1,,,,,,,,+45377788,place_377788@example.com,,,,https://lovingloyalty.page.link/gmxonosHNGL9naDf6,https://lovingloyalty.page.link/N24VC1Qg6CzYvW9E7,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,5973028,379002,0,,0
377793,4283,1695715479,1744221964,Untitled,0,0,0,36,,place_377793@example.com,+45377793,,DK,DKK,,0,0.0,0.0,,0.0,0,0.0,nets,nets,,0.0,,Shop info filled,0.0,,,,0,12191,"","","","","",Mr./Mrs. 377793,,"12192",0,0,Takeaway,Takeaway,1,0,1,0,0,Europe/Copenhagen,da,,,,1,1,0,0,,,1,1,,,,,,,,+45377793,place_377793@example.com,,,,https://lovingloyalty.page.link/RjtEpeU8MSLqq1qn8,https://lovingloyalty.page.link/CTe7WaWqQdYEhTcS6,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,5973029,379006,0,,0
378183,4186,1695730023,1744221964,Untitled,0,0,0,36,,place_378183@example.com,+45378183,,DK,DKK,,0,0.0,0.0,,0.0,0,0.0,nets,nets,,0.0,,Shop info filled,0.0,,,,0,12191,"","","","","",Mr./Mrs. 378183,,"12192",0,0,Takeaway,Takeaway,1,0,1,0,0,Europe/Copenhagen,da,,,,1,1,0,0,,,1,1,,,,,,,,+45378183,place_378183@example.com,,,,https://lovingloyalty.page.link/dd6HNXoV3HVtro2DA,https://lovingloyalty.page.link/oTJtaZ4oUN2se62w9,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,5973030,379303,0,,0
378921,4278,1695800557,1744221964,Untitled,0,0,0,36,,place_378921@example.com,+45378921,,DK,DKK,,0,0.0,0.0,,0.0,0,0.0,nets,nets,,0.0,,Shop info filled,0.0,,,,0,12191,"","","","","",Mr./Mrs. 378921,,"12192",0,0,Takeaway,Takeaway,1,0,1,0,0,Europe/Copenhagen,da,,,,1,1,0,0,,,1,1,,,,,,,,+45378921,place_378921@example.com,,,,https://lovingloyalty.page.link/FnwyRaVk9cVvpjeA6,https://lovingloyalty.page.link/Kts1C4rCiutMxPDKA,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,5973031,380108,0,,0
378926,4278,1695800571,1754399023,Kolonial 47 v/Mazhar Hussain,0,0,0,36,,place_378926@example.com,+45378926,,DK,DKK,"29120234",0,0.0,0.0,,0.0,0,0.0,nets,nets,11435,0.0,12293,Lost,0.0,,,,0,12191,"20139","","","","",Mr./Mrs. 378926,,"12192",0,0,Takeaway,Takeaway,1,1,0,0,0,Europe/Copenhagen,da,Kolonial 47 v/Mazhar Hussain,"2100 København Ø","Holsteinsgade 58, st. tv.",1,0,0,0,,,1,1,,,,,,,,+45378926,place_378926@example.com,,,,https://lovingloyalty.page.link/NUBBtjWdL4h2UBm77,https://lovingloyalty.page.link/9SSbKZVAAX3XW7637,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,1697010318,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,398756,378935,0,,0
379015,4279,1695802491,1754399023,Hjørring Hallerne,1,1,0,36,,place_379015@example.com,+45379015,1701103650,DK,DKK,"29189382",0,0.0,0.0,1704412800,0.0,0,0.0,lovingloyalty,nets,12232,0.0,12290,Contract signed,0.0,,,,0,12191,"20141|20804|20805","","","","",Mr./Mrs. 379015,,"12192",0,0,Takeaway,Takeaway,0,1,0,0,0,Europe/Copenhagen,da,Hjørring Hallerne,"9800 Hjørring",Børge Christensens Vej 4,0,0,0,0,,,1,1,,,,,,,,+45379015,place_379015@example.com,,,,https://lovingloyalty.page.link/xvZTPjszAdqKKuxS9,https://lovingloyalty.page.link/M1PRgiB3FRMiGa848,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,1,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,1697012246,1,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,0,0,1,,nets,,0,25.0,20,90,0,15,398794,379017,0,,0
379313,20289,1695816795,1754399023,Cafe Heimdal,1,1,0,36,,place_379313@example.com,+45379313,1696319993,DK,DKK,"76147418",0,0.0,0.0,1759276800,0.0,0,0.0,nets,nets,12312,0.0,12884,Contract signed,0.0,service,,,0,1336,"21555|21556|21557|22080|22078|22079|22388|20470|22552|22567|23576","","","23576","",Mr./Mrs. 379313,,"12299",0,0,Takeaway,Takeaway,0,0,0,0,0,Europe/Copenhagen,da,WEIERGANG LARSEN ApS,"2200 København N",Heimdalsgade 17,1,0,0,0,,,1,1,,,,,,,,+45379313,place_379313@example.com,,,,https://lovingloyalty.page.link/pW3sBXASUcuaW7nw9,https://lovingloyalty.page.link/C7uG7T3JmVFkVBob9,,"{""monday"":{""from"":""06.30"",""to"":""05.30""},""tuesday"":{""from"":""06.30"",""to"":""05.30""},""wednesday"":{""from"":""06.30"",""to"":""05.30""},""thursday"":{""from"":""06.30"",""to"":""05.30""},""friday"":{""from"":""06.30"",""to"":""05.30""},""saturday"":{""from"":""06.30"",""to"":""05.30""},""sunday"":{""from"":""06.30"",""to"":""05.30""}}",1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,420761,379315,0,,0
379435,4282,1695824366,1744221964,Untitled,0,0,0,36,,place_379435@example.com,+45379435,,DK,DKK,,0,0.0,0.0,,0.0,0,0.0,nets,nets,,0.0,,Shop info filled,0.0,,,,0,12191,"","","","","",Mr./Mrs. 379435,,"12192",0,0,Takeaway,Takeaway,1,0,1,0,0,Europe/Copenhagen,da,,,,1,1,0,0,,,1,1,,,,,,,,+45379435,place_379435@example.com,,,,https://lovingloyalty.page.link/zg1qXGfoD7ZMVVMt8,https://lovingloyalty.page.link/Y3wWiywY3b8k6aR96,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,5973032,380566,0,,0
380027,4278,1695886233,1754399023,SportsCafeen Solrød I/s,0,0,0,36,,place_380027@example.com,+45380027,,DK,DKK,"42076058",0,0.0,0.0,,0.0,0,0.0,nets,nets,12313,0.0,12305,Lost,0.0,,,,0,12191,"20145","","","","",Mr./Mrs. 380027,,"12192",0,0,Eat In,Takeaway,1,1,0,0,0,Europe/Copenhagen,da,SportsCafeen Solrød I/s,"2680 SOLRØD STRAND",Tingsryds Alle 27,1,1,0,0,,,1,1,,,,,,,,+45380027,place_380027@example.com,,,,https://lovingloyalty.page.link/UEmiwUKhZSBaANeR8,https://lovingloyalty.page.link/ELdx6gKAviG8nkxE7,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,1697096200,1,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,400152,380029,0,,0
380402,4162,1695899099,1744221964,Untitled,0,0,0,36,,place_380402@example.com,+45380402,,DK,DKK,,0,0.0,0.0,,0.0,0,0.0,nets,nets,,0.0,,Shop info filled,0.0,,,,0,12191,"","","","","",Mr./Mrs. 380402,,"12192",0,0,Takeaway,Takeaway,1,0,1,0,0,Europe/Copenhagen,da,,,,1,1,0,0,,,1,1,,,,,,,,+45380402,place_380402@example.com,,,,https://lovingloyalty.page.link/cqTtH46Uiti2ZBPS9,https://lovingloyalty.page.link/jfBeg7GjQizW91ZG9,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,5973033,381442,0,,0
380407,4162,1695899103,1754399023,Kina Grill & Mai's Sushi,0,0,0,36,,place_380407@example.com,+45380407,,DK,DKK,"17801295",0,0.0,0.0,1704412800,0.0,0,0.0,nets,nets,12314,0.0,12296,Lost,0.0,,,,0,12191,"20211","","","","",Mr./Mrs. 380407,,"12192",0,0,Takeaway,Takeaway,1,1,0,0,0,Europe/Copenhagen,da,Kina Grill & Mai's Sushi,"2640 Hedehusene",Hovedgaden 514,1,1,0,0,,,1,1,,,,,,,,+45380407,place_380407@example.com,,,,https://lovingloyalty.page.link/mzR6f3vU9tPQLgWV7,https://lovingloyalty.page.link/wWecprwABUYW8eAe6,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,1697711583,1,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,524771,380412,0,,0
380439,4284,1695902415,1754399023,Yasmine Tea,0,0,0,36,,place_380439@example.com,+45380439,,DK,DKK,"44268922",0,0.0,0.0,,0.0,0,0.0,nets,nets,11438,0.0,12293,Lost,0.0,,,,0,12191,"","","","","",Mr./Mrs. 380439,,"12192",0,0,Takeaway,Takeaway,1,1,0,0,0,Europe/Copenhagen,da,Yasmine Tea,"2300 København S",Arne Jacobsens Allé 12,1,0,0,0,,,1,1,,,,,,,,+45380439,place_380439@example.com,,,,https://lovingloyalty.page.link/vKJjFycQSyS7S2w26,https://lovingloyalty.page.link/6SUJrfriidDjSfGr9,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,1,0,1,,nets,,0,25.0,20,90,0,15,524770,380501,0,,0
380519,4162,1695907756,1754399023,Knebel Bro Pizza og Grill,1,1,0,36,,place_380519@example.com,+45380519,1696026897,DK,DKK,"34945985",0,0.0,0.0,1704412800,0.0,0,0.0,nets,nets,12315,0.0,12287,Contract signed,0.0,,,,0,12191,"20443","","","","",Mr./Mrs. 380519,,"12158|12160",0,0,Takeaway,Takeaway,0,1,0,0,0,Europe/Copenhagen,da,Knebel Bro Pizza og Grill,"8420 Knebel",Holmbjergvej 73,0,0,0,0,,,1,1,,,,,,,,+45380519,place_380519@example.com,,,,https://lovingloyalty.page.link/cFGoY6LWJQg44VZ37,https://lovingloyalty.page.link/miAgmkAMu2xRT5Ni9,,"{""monday"":{""from"":""closed"",""to"":""00.00""},""tuesday"":{""from"":""closed"",""to"":""00.00""},""wednesday"":{""from"":""closed"",""to"":""00.00""},""thursday"":{""from"":""closed"",""to"":""00.00""},""friday"":{""from"":""closed"",""to"":""00.00""},""saturday"":{""from"":""closed"",""to"":""00.00""},""sunday"":{""from"":""closed"",""to"":""00.00""}}",0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,,1,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,0,0,1,,nets,,0,25.0,20,90,0,15,428610,380521,0,,0
381603,4285,1695992034,1754399019,Marketenderiet v Tina Lundquist,1,1,0,36,,place_381603@example.com,+45381603,1697198270,DK,DKK,"35327991",0,0.0,0.0,1704412800,0.0,0,0.0,nets,nets,12270,0.0,12287,Contract signed,0.0,,,,0,12191,"20298|22722|23198","","","22722","",Mr./Mrs. 381603,,"12159|12167",0,0,Takeaway,Takeaway,0,1,0,0,0,Europe/Copenhagen,da,Marketenderiet /V Tina Lundquist,"2791",Halvejen 5,0,0,0,0,,,1,1,tinalundquist68@gmail.com,,,,,,,+45381603,place_381603@example.com,,,,https://lovingloyalty.page.link/g5th7iXiTKxsQiF88,https://lovingloyalty.page.link/1tz3naYvgoK6a6Fj6,,"{""monday"":{""from"":""00.00"",""to"":""23.30""},""tuesday"":{""from"":""00.00"",""to"":""23.30""},""wednesday"":{""from"":""00.00"",""to"":""23.30""},""thursday"":{""from"":""00.00"",""to"":""23.30""},""friday"":{""from"":""00.00"",""to"":""23.30""},""saturday"":{""from"":""00.00"",""to"":""23.30""},""sunday"":{""from"":""00.00"",""to"":""23.30""}}",0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,1,40,0,1,60,0,1,1,menu,1,1,1,payment_terminal,0,,5.0,1698391592,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,1,0,0,0,,da,,,0,1,0.0,,0,1,1,0,1,0,0,0,0,1,0.0,1,1,0,30,0,,0,0,1,,nets,,0,25.0,20,90,0,15,401317,381605,0,,0
